utterance_file,duration_sec,num_segments,optimization_time_sec,mse,mae,psnr,chunk_max_mae,chunk_min_mae,transcript_preview,run_dir
sampleidx_0_concat.pt,10.22,21,859.4075844287872,27.181673049926758,3.791865825653076,23.38676004291078,5.289438724517822,1.9202232360839844,i have monday frog later oh friend yes well note bruy but poor lou two now what i but i conceived merchant and also thes,ds1_lr0.4_iter600_start0_end1
sampleidx_0_concat.pt,10.22,21,868.3168504238129,26.173553466796875,3.731212854385376,23.550894997518608,None,None,i have monday frog later oh friend yes well note bruy but poor lou two now what i but i conceived merchant and also thes,ds1_lr0.4_iters600_sample0_old
